"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"52","preexisting_vulnerability_score","mantika_label","2","Derna","1% (-1%-3%)",NA,-0.00620347079408795,0.0252332548277555,NA,NA,NA
"53","preexisting_vulnerability_score","mantika_label","3","Derna","2% (0%-3%)",NA,-0.000763672178070423,0.0331835336057207,NA,NA,NA
"54","preexisting_vulnerability_score","mantika_label","1","Ejdabia","94% (90%-98%)",NA,0.897738869817971,0.978722736341837,NA,NA,NA
"55","preexisting_vulnerability_score","mantika_label","2","Ejdabia","1% (-1%-2%)",NA,-0.00766906298789121,0.0236389947009862,NA,NA,NA
"56","preexisting_vulnerability_score","mantika_label","3","Ejdabia","5% (2%-9%)",NA,0.016096797724217,0.09147166440288,NA,NA,NA
"57","preexisting_vulnerability_score","mantika_label","1","Ghat","67% (61%-74%)",NA,0.610126329875264,0.735520661076413,NA,NA,NA
"58","preexisting_vulnerability_score","mantika_label","2","Ghat","1% (0%-3%)",NA,-0.00262522950013399,0.0317101713466984,NA,NA,NA
"59","preexisting_vulnerability_score","mantika_label","3","Ghat","31% (25%-37%)",NA,0.250457708533884,0.373879512024859,NA,NA,NA
"60","preexisting_vulnerability_score","mantika_label","4","Ghat","0%",NA,-0.000447010147920663,0.00137785679093623,NA,NA,NA
"61","preexisting_vulnerability_score","mantika_label","1","Misrata","96% (93%-99%)",NA,0.92940146753579,0.99066596381143,NA,NA,NA
"62","preexisting_vulnerability_score","mantika_label","3","Misrata","4% (1%-7%)",NA,0.00933403618856999,0.0705985324642104,NA,NA,NA
"63","preexisting_vulnerability_score","mantika_label","1","Murzuq","89% (84%-95%)",NA,0.836079389251802,0.947266239810247,NA,NA,NA
"64","preexisting_vulnerability_score","mantika_label","2","Murzuq","2% (-1%-4%)",NA,-0.00549835338565672,0.0423850317094613,NA,NA,NA
"65","preexisting_vulnerability_score","mantika_label","3","Murzuq","9% (4%-14%)",NA,0.0385977904156613,0.141169902198484,NA,NA,NA
