"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max"
"1","food_source",NA,"own_production",NA,0.0870847914397449,NA,0.0660511606245866,0.108118422254903
"2","food_source",NA,"food_aid",NA,0.0377708843845976,NA,0.0262716611135376,0.0492701076556577
"3","food_source",NA,"food_gift",NA,0.0208499074524131,NA,0.0106730181170625,0.0310267967877636
"4","food_source",NA,"market_cash",NA,0.887459781499491,NA,0.849417222797851,0.92550234020113
"5","food_source",NA,"market_credit",NA,0.200622258827793,NA,0.172749882853444,0.228494634802142
"6","food_source",NA,"market_cheque",NA,0.53005866362288,NA,0.488204662735583,0.571912664510178
"7","food_source",NA,"work_barter_food",NA,0.0867442685979646,NA,0.0496269972236046,0.123861539972325
"8","food_source",NA,"gatherring_hunting_fishing",NA,0.0132676041182067,NA,0,0.0278245822665537
"9","food_source",NA,"borrowing_food",NA,0.00605858062989636,NA,0.000124891074577229,0.0119922701852155
"10","food_source",NA,"zakat",NA,0.00831756535226729,NA,0.00392744793672913,0.0127076827678055
"11","food_source",NA,"other",NA,0.00464150940452742,NA,0.00103402459148892,0.00824899421756593
"12","food_source",NA,"dk",NA,0.00078424854007259,NA,0,0.00220379917099109
"13","food_source",NA,"dwta",NA,0.0015952678328669,NA,0,0.00360360547169182
