"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"130","request_4","mantika_label","yes","Aljfara",0.259724402442859,NA,0.176127548785629,0.343321256100089,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"131","request_4","mantika_label","no","Aljufra",0.893961786730596,NA,0.839094908109173,0.948828665352019,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"132","request_4","mantika_label","yes","Aljufra",0.106038213269404,NA,0.051171334647981,0.160905091890827,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"133","request_4","mantika_label","no","Alkufra",0.683615286089201,NA,0.609284367487993,0.757946204690408,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"134","request_4","mantika_label","yes","Alkufra",0.316384713910799,NA,0.242053795309592,0.390715632512007,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"135","request_4","mantika_label","no","Azzawya",0.75618517192315,NA,0.681054204683464,0.831316139162835,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"136","request_4","mantika_label","yes","Azzawya",0.24381482807685,NA,0.168683860837165,0.318945795316536,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"137","request_4","mantika_label","no","Benghazi",0.703908441433665,NA,0.640285858298028,0.767531024569303,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"138","request_4","mantika_label","yes","Benghazi",0.296091558566334,NA,0.232468975430697,0.359714141701972,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"139","request_4","mantika_label","no","Derna",0.440252727474639,NA,0.36056546770622,0.519939987243058,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"140","request_4","mantika_label","yes","Derna",0.559747272525361,NA,0.480060012756942,0.63943453229378,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"141","request_4","mantika_label","no","Ejdabia",0.726818475684441,NA,0.652422866614736,0.801214084754146,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"142","request_4","mantika_label","yes","Ejdabia",0.273181524315559,NA,0.198785915245854,0.347577133385264,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"143","request_4","mantika_label","no","Ghat",0.64832596483292,NA,0.583118502332061,0.71353342733378,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"144","request_4","mantika_label","yes","Ghat",0.35167403516708,NA,0.28646657266622,0.416881497667939,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"145","request_4","mantika_label","no","Misrata",0.850815208395776,NA,0.791755869589468,0.909874547202085,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"146","request_4","mantika_label","yes","Misrata",0.149184791604224,NA,0.0901254527979153,0.208244130410532,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"147","request_4","mantika_label","no","Murzuq",0.904083671230271,NA,0.854637014058353,0.95353032840219,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"148","request_4","mantika_label","yes","Murzuq",0.0959163287697288,NA,0.0464696715978106,0.145362985941647,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"149","request_4","mantika_label","no","Sebha",0.622276650616004,NA,0.54352816589898,0.701025135333028,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"150","request_4","mantika_label","yes","Sebha",0.377723349383996,NA,0.298974864666972,0.45647183410102,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"151","request_4","mantika_label","no","Sirt",0.590263367480081,NA,0.529252892342329,0.651273842617833,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"152","request_4","mantika_label","yes","Sirt",0.409736632519919,NA,0.348726157382167,0.470747107657671,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"153","request_4","mantika_label","no","Tripoli",0.642895913869942,NA,0.562021098809113,0.723770728930771,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"154","request_4","mantika_label","yes","Tripoli",0.357104086130058,NA,0.276229271069229,0.437978901190887,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"155","request_4","mantika_label","no","Ubari",0.624686427598582,NA,0.556918686319653,0.692454168877511,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"156","request_4","mantika_label","yes","Ubari",0.375313572401418,NA,0.307545831122489,0.443081313680347,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"157","request_4","mantika_label","no","Wadi Ashshati",0.835298764870109,NA,0.769430428671753,0.901167101068465,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"158","request_4","mantika_label","yes","Wadi Ashshati",0.164701235129891,NA,0.098832898931535,0.230569571328247,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
"159","request_4","mantika_label","no","Zwara",0.710581322548474,NA,0.630109116093411,0.791053529003537,NA,NA,9.98870695553054e-09,"Pearson's X^2: Rao & Scott adjustment"
